QTY,INVOICENUMBER,ITEM_DESCRIPTION,MENUDESC
1,1279322,MAAMOUL MAD KASHTA,TAKE AWAY
0.5,1279523,MAAMOUL MAD KASHTA,TAKE AWAY
1,1279523,KATAYEF KASHTA/PKT,TAKE AWAY
1,1279479,MAAMOUL MAD KASHTA,DELIVERY
0.7,1279566,MAAMOUL MAD KASHTA,TAKE AWAY
2,1279566,KATAYEF KASHTA/PKT,TAKE AWAY
0.4,1279566,KASHTA,TAKE AWAY
1,1277598,ROYALE 6 PRSN,Call Center
1,1277598,DEL 1.0$,Call Center
1,1270262,CROISSANT KNEFEH CHEESE,TAKE AWAY
2,1270284,CROISSANT KNEFEH CHEESE,DELIVERY
1,1270698,CROISSANT KNEFEH CHEESE,TAKE AWAY
1,1270698,KAAK KNEFEH CHEESE FRANJI,TAKE AWAY
1,1270910,CROISSANT KNEFEH CHEESE,TAKE AWAY
1,1270910,CROISSANT KNEFEH CHEESE,TAKE AWAY
2,1271531,CROISSANT KNEFEH CHEESE,DELIVERY
2,1271752,CROISSANT KNEFEH CHEESE,TAKE AWAY
1,1272530,CROISSANT KNEFEH CHEESE,TAKE AWAY
1,1272786,CROISSANT KNEFEH CHEESE,TAKE AWAY
1,1272794,CROISSANT KNEFEH CHEESE,TAKE AWAY
1,1272794,CROISSANT KNEFEH KASHTA,TAKE AWAY
1,1272795,CROISSANT KNEFEH CHEESE,DELIVERY
1,1272795,CROISSANT KNEFEH KASHTA,DELIVERY
2,1272946,CROISSANT KNEFEH CHEESE,TAKE AWAY
1,1273322,CROISSANT KNEFEH CHEESE,DELIVERY
1,1273568,CROISSANT KNEFEH CHEESE,TAKE AWAY
1,1273568,CROISSANT KNEFEH KASHTA,TAKE AWAY
1,1273655,CROISSANT KNEFEH CHEESE,TAKE AWAY
1,1273746,CROISSANT KNEFEH CHEESE,TAKE AWAY
2,1273761,CROISSANT KNEFEH CHEESE,TAKE AWAY
1,1274261,CROISSANT KNEFEH CHEESE,TAKE AWAY
1,1275303,CROISSANT KNEFEH CHEESE,DELIVERY
1,1275303,CROISSANT KNEFEH CHEESE,DELIVERY
1,1275303,KAAK FRANJI PLAIN,DELIVERY
1,1275303,KAAK FRANJI PLAIN,DELIVERY
1,1275534,CROISSANT KNEFEH CHEESE,TAKE AWAY
1,1275534,KAAK KNEFEH CHEESE FRANJI,TAKE AWAY
1,1275629,CROISSANT KNEFEH CHEESE,TAKE AWAY
1,1275629,CROISSANT KNEFEH KASHTA,TAKE AWAY
1,1275997,CROISSANT KNEFEH CHEESE,TAKE AWAY
2,1276481,CROISSANT KNEFEH CHEESE,TAKE AWAY
1,1276607,CROISSANT KNEFEH CHEESE,TAKE AWAY
1,1276607,CROISSANT AU BEURRE OLIVE,TAKE AWAY
1,1276718,CROISSANT KNEFEH CHEESE,TAKE AWAY
1,1276840,CROISSANT KNEFEH CHEESE,DELIVERY
1,1276840,KAAK KNEFEH CHEESE FRANJI,DELIVERY
1,1277282,CROISSANT KNEFEH CHEESE,TAKE AWAY
1,1277282,CROISSANT KNEFEH KASHTA,TAKE AWAY
1,1277819,CROISSANT KNEFEH CHEESE,TAKE AWAY
1,1277819,CROISSANT KNEFEH CHEESE,TAKE AWAY
2,1279671,CROISSANT KNEFEH CHEESE,TAKE AWAY
17,1279613,CROISSANT KNEFEH CHEESE,DELIVERY
1,1279613,Sugar Syrup Aside,DELIVERY
1,1275252,DELICE FRAISE N:0,Call Center
1,1275252,DEL 2.0$,Call Center
0.5,1270575,HALEWET EL JEBEN,TAKE AWAY
2,1270575,Maamoul Date/PC,TAKE AWAY
2,1270575,MAAMOUL PISTACHIO/PC,TAKE AWAY
2,1270575,MAAMOUL WALNUT/PC,TAKE AWAY
0.5,1270734,HALEWET EL JEBEN,TAKE AWAY
1,1270710,HALEWET EL JEBEN,TAKE AWAY
0.5,1270710,HALEWET EL REZ CHEESE,TAKE AWAY
1,1271105,HALEWET EL JEBEN,TAKE AWAY
1,1271221,HALEWET EL JEBEN,TAKE AWAY
0.46,1271221,HALEWET EL REZ CHEESE,TAKE AWAY
2,1271170,HALEWET EL JEBEN,TAKE AWAY
1,1271209,HALEWET EL JEBEN,TAKE AWAY
0.6,1271820,HALEWET EL JEBEN,TAKE AWAY
2,1272053,HALEWET EL JEBEN,TAKE AWAY
0.5,1272053,KASHTA,TAKE AWAY
0.135,1272678,HALEWET EL JEBEN,TAKE AWAY
1,1273329,HALEWET EL JEBEN,TAKE AWAY
1,1273717,HALEWET EL JEBEN,TAKE AWAY
0.5,1274576,HALEWET EL JEBEN,TAKE AWAY
1,1274579,HALEWET EL JEBEN,E-Sales APP
1,1274579,DEL 7.0$,E-Sales APP
1,1274579,FORET BLANCHE N:3,E-Sales APP
1,1274579,MELT HEART W BQT BAK COMBO,E-Sales APP
0.5,1274779,HALEWET EL JEBEN,DELIVERY
1,1274779,AMOUR,DELIVERY
1,1274881,HALEWET EL JEBEN,TAKE AWAY
2,1275364,HALEWET EL JEBEN,Call Center
0.5,1276142,HALEWET EL JEBEN,TAKE AWAY
1,1276144,HALEWET EL JEBEN,DELIVERY
1,1276144,NUTELLA/PC,DELIVERY
1,1276144,BROWNIES W/O ICE/PC,DELIVERY
1.5,1276352,HALEWET EL JEBEN,TAKE AWAY
0.5,1276352,MAAMOUL MAD DATE,TAKE AWAY
1,1276352,SPECIAL PACKAGE TUPPERWARE 0.5 KG,TAKE AWAY
1,1277695,HALEWET EL JEBEN,TAKE AWAY
1,1278164,HALEWET EL JEBEN,TAKE AWAY
1,1278164,JAZARIYEH MAALOUFEH/PLT,TAKE AWAY
0.8,1278164,NAMMOURA SIYAMI,TAKE AWAY
1,1278164,SHINING STAR,TAKE AWAY
1,1278273,HALEWET EL JEBEN,TAKE AWAY
1,1278273,BOULE MINI/20PC,TAKE AWAY
1,1278273,MOMS PINK,TAKE AWAY
1,1278330,HALEWET EL JEBEN,TAKE AWAY
1,1278330,HALEWET EL JEBEN,TAKE AWAY
1,1278601,HALEWET EL JEBEN,TAKE AWAY
1,1278499,HALEWET EL JEBEN,TAKE AWAY
1,1278824,HALEWET EL JEBEN,TAKE AWAY
1,1278824,KATAYEF KASHTA/PKT,TAKE AWAY
0.5,1278844,HALEWET EL JEBEN,TAKE AWAY
1.5,1278844,WARD EL SHAM,TAKE AWAY
1,1278844,ZNOUD EL SET/PLT TAKE AWAY,TAKE AWAY
1,1278844,MAFROUKEH TA/PLT,TAKE AWAY
1,1278844,MAFROUKEH TA/PLT,TAKE AWAY
1,1270432,KAAK KNEFEH CHEESE FRANJI,TAKE AWAY
1,1271699,KAAK KNEFEH CHEESE FRANJI,TAKE AWAY
1,1271699,KAAK KNEFEH KASHTA FRANJI,TAKE AWAY
2,1272177,KAAK KNEFEH CHEESE FRANJI,TAKE AWAY
2,1273359,KAAK KNEFEH CHEESE FRANJI,TAKE AWAY
1,1274097,KAAK KNEFEH CHEESE FRANJI,TAKE AWAY
1,1276815,KAAK KNEFEH CHEESE FRANJI,TABLES
2,1277021,KAAK KNEFEH CHEESE FRANJI,TAKE AWAY
2,1277223,KAAK KNEFEH CHEESE FRANJI,TAKE AWAY
1,1277227,KAAK KNEFEH CHEESE FRANJI,TAKE AWAY
2,1277359,KAAK KNEFEH CHEESE FRANJI,DELIVERY
10,1277359,KAAK KNEFEH KASHTA FRANJI,DELIVERY
1,1278091,KAAK KNEFEH CHEESE FRANJI,TAKE AWAY
0.5,1269885,WARD EL SHAM,TAKE AWAY
0.5,1270354,WARD EL SHAM,TAKE AWAY
1,1270964,WARD EL SHAM,TAKE AWAY
1,1272471,WARD EL SHAM,TAKE AWAY
0.000001,1276404,WARD EL SHAM,DELIVERY
4,1276404,Maamoul Date/PC,DELIVERY
2,1276628,WARD EL SHAM,Call Center
1.5,1276895,WARD EL SHAM,DELIVERY
0.000001,1276833,WARD EL SHAM,DELIVERY
1,1278234,WARD EL SHAM,TAKE AWAY
1,1278840,WARD EL SHAM,DELIVERY
0.5,1278862,WARD EL SHAM,TAKE AWAY
0.5,1278863,WARD EL SHAM,DELIVERY
0.5,1278863,KATAYEF DOUGH SMALL,DELIVERY
0.3,1278863,KASHTA,DELIVERY
1.5,1278903,WARD EL SHAM,Call Center
1,1278940,WARD EL SHAM,E-Sales WEB
1,1278940,DEL 2.0$,E-Sales WEB
1,1279138,WARD EL SHAM,TAKE AWAY
2,1279276,WARD EL SHAM,TAKE AWAY
0.5,1279318,WARD EL SHAM,TAKE AWAY
0.7,1279318,NAMMOURA,TAKE AWAY
0.3,1279318,MAAMOUL MAD DATE,TAKE AWAY
1,1279539,WARD EL SHAM,TAKE AWAY
1,1279539,MHALABIYEH N:1,TAKE AWAY
1,1279539,MHALABIYEH N:1,TAKE AWAY
1,1279728,WARD EL SHAM,TAKE AWAY
1,1279728,WARD EL SHAM,TAKE AWAY
1,1279728,WARD EL SHAM,TAKE AWAY
1,1279728,WARD EL SHAM,TAKE AWAY
1,1271418,CHOCO FRAISIER N:0,TAKE AWAY
1,1271636,CHOCO FRAISIER N:0,TAKE AWAY
1,1271886,CHOCO FRAISIER N:0,TAKE AWAY
1,1272375,CHOCO FRAISIER N:0,TAKE AWAY
1,1273405,CHOCO FRAISIER N:0,Call Center
1,1273405,DEL 2.0$,Call Center
1,1275217,CHOCO FRAISIER N:0,TAKE AWAY
1,1277106,CHOCO FRAISIER N:0,TAKE AWAY
1,1277246,CHOCO FRAISIER N:0,TAKE AWAY
1,1278137,CHOCO FRAISIER N:0,TAKE AWAY
1,1273174,W/ VEGETABLES SMALL,TAKE AWAY
1,1274031,W/ VEGETABLES SMALL,TAKE AWAY
1,1277008,W/ VEGETABLES SMALL,TAKE AWAY
1,1270195,ZNOUD EL SET/PLT TAKE AWAY,TAKE AWAY
1,1271394,ZNOUD EL SET/PLT TAKE AWAY,TAKE AWAY
1,1273280,ZNOUD EL SET/PLT TAKE AWAY,TAKE AWAY
1,1273357,ZNOUD EL SET/PLT TAKE AWAY,TAKE AWAY
1,1273574,ZNOUD EL SET/PLT TAKE AWAY,TAKE AWAY
1,1273574,ZNOUD EL SET/PLT TAKE AWAY,TAKE AWAY
2,1273574,CROISSANT CHOCOLATE W.S,TAKE AWAY
1,1273599,ZNOUD EL SET/PLT TAKE AWAY,TAKE AWAY
1,1273599,MAAMOUL PISTACHIO/PC,TAKE AWAY
1,1273599,SWISS ROLL VANILLA/PC,TAKE AWAY
1,1273953,ZNOUD EL SET/PLT TAKE AWAY,TAKE AWAY
1,1273953,ZNOUD EL SET/PLT TAKE AWAY,TAKE AWAY
1,1275047,ZNOUD EL SET/PLT TAKE AWAY,TAKE AWAY
1,1275458,ZNOUD EL SET/PLT TAKE AWAY,TAKE AWAY
1,1275458,MAAMOUL PISTACHIO/PC,TAKE AWAY
1,1275458,BASMA COLD/PLT,TAKE AWAY
1,1275691,ZNOUD EL SET/PLT TAKE AWAY,TAKE AWAY
1,1275832,ZNOUD EL SET/PLT TAKE AWAY,TAKE AWAY
1,1275832,ZNOUD EL SET/PLT TAKE AWAY,TAKE AWAY
1,1276657,ZNOUD EL SET/PLT TAKE AWAY,TAKE AWAY
1,1276670,ZNOUD EL SET/PLT TAKE AWAY,TAKE AWAY
1,1276738,ZNOUD EL SET/PLT TAKE AWAY,TAKE AWAY
1,1277377,ZNOUD EL SET/PLT TAKE AWAY,TAKE AWAY
1,1277400,ZNOUD EL SET/PLT TAKE AWAY,TAKE AWAY
1,1277820,ZNOUD EL SET/PLT TAKE AWAY,TAKE AWAY
1,1278647,ZNOUD EL SET/PLT TAKE AWAY,TAKE AWAY
1,1278647,MAFROUKEH TA/PLT,TAKE AWAY
1,1278649,ZNOUD EL SET/PLT TAKE AWAY,TAKE AWAY
1,1278520,ZNOUD EL SET/PLT TAKE AWAY,TAKE AWAY
1,1278700,ZNOUD EL SET/PLT TAKE AWAY,TAKE AWAY
1,1278975,ZNOUD EL SET/PLT TAKE AWAY,TAKE AWAY
1,1279261,ZNOUD EL SET/PLT TAKE AWAY,TAKE AWAY
1,1279308,ZNOUD EL SET/PLT TAKE AWAY,TAKE AWAY
1,1279315,ZNOUD EL SET/PLT TAKE AWAY,TAKE AWAY
0.2,1279315,HALEWET EL JEBEN LAF W/ICE CREAM + PISTACHIO,TAKE AWAY
1,1269861,CROISSANT KNEFEH PLAIN,TAKE AWAY
1,1271016,CROISSANT KNEFEH PLAIN,TAKE AWAY
1,1273870,KARBOUJ MAD PISTACHIO,TAKE AWAY
1,1273870,MAAMOUL MAD PISTACHIO,TAKE AWAY
0.5,1277196,KARBOUJ MAD PISTACHIO,DELIVERY
4,1277196,NATEF/SMALL PKT,DELIVERY
1,1278246,KARBOUJ MAD PISTACHIO,E-Sales WEB
1,1278246,DEL 2.0$,E-Sales WEB
1,1278246,MIXED BAKLAVA DOME,E-Sales WEB
1,1278246,KARBOUJ MAD WALNUT,E-Sales WEB
0.2,1278817,KARBOUJ MAD PISTACHIO,TAKE AWAY
1,1278817,KATAYEF KASHTA/PKT,TAKE AWAY
1.5,1279141,KARBOUJ MAD PISTACHIO,TAKE AWAY
0.1,1279219,KARBOUJ MAD PISTACHIO,TAKE AWAY
0.65,1279219,KATAYEF DOUGH SMALL,TAKE AWAY
0.65,1279219,KATAYEF DOUGH SMALL,TAKE AWAY
1,1279219,PK.SYRUP 300 G,TAKE AWAY
0.5,1279262,KARBOUJ MAD PISTACHIO,DELIVERY
3,1279321,KARBOUJ MAD PISTACHIO,DELIVERY
3,1279321,KARBOUJ MAD WALNUT,DELIVERY
0.5,1279526,KARBOUJ MAD PISTACHIO,TAKE AWAY
0.5,1279526,MIXED BAKLAVA REGULAR,TAKE AWAY
0.5,1279642,KARBOUJ MAD PISTACHIO,DELIVERY
0.5,1279599,KARBOUJ MAD PISTACHIO,DELIVERY
0.5,1279703,KARBOUJ MAD PISTACHIO,TAKE AWAY
1,1279756,KARBOUJ MAD PISTACHIO,TAKE AWAY
6,1279756,PK.SYRUP 200 G,TAKE AWAY
3.9,1279756,KATAYEF DOUGH SMALL,TAKE AWAY
1,1279756,KATAYEF KASHTA/PKT,TAKE AWAY
1,1279756,DATES SULTANI SMALL/PKT,TAKE AWAY
1.5,1269978,MIXED BAKLAVA REGULAR,DELIVERY
1.5,1270016,MIXED BAKLAVA REGULAR,TAKE AWAY
1.5,1270016,MIXED BAKLAVA REGULAR,TAKE AWAY
1,1270016,MIXED BAKLAVA REGULAR,TAKE AWAY
2.75,1270671,MIXED BAKLAVA REGULAR,TAKE AWAY
1,1270671,MAFROUKEH TA/PLT,TAKE AWAY
1,1270671,GIFT BOX CARTOON CORPORATE,TAKE AWAY
2,1270846,MIXED BAKLAVA REGULAR,Call Center
1,1270846,MAAMOUL MAD WALNUT,Call Center
1.5,1270799,MIXED BAKLAVA REGULAR,TAKE AWAY
0.7,1270955,MIXED BAKLAVA REGULAR,DELIVERY
0.7,1270955,MIXED BAKLAVA REGULAR,DELIVERY
1,1270955,TIN PACKAGE 0.5 KG,DELIVERY
1,1270955,TIN PACKAGE 0.5 KG,DELIVERY
1,1271118,MIXED BAKLAVA REGULAR,TAKE AWAY
1.5,1271134,MIXED BAKLAVA REGULAR,Call Center
1.5,1271134,MIXED BAKLAVA REGULAR,Call Center
1,1271437,MIXED BAKLAVA REGULAR,TAKE AWAY
1,1271437,MIXED BAKLAVA REGULAR,TAKE AWAY
1,1271437,MIXED BAKLAVA REGULAR,TAKE AWAY
1,1271437,MIXED BAKLAVA REGULAR,TAKE AWAY
1,1271439,MIXED BAKLAVA REGULAR,TAKE AWAY
1,1271439,MIXED BAKLAVA REGULAR,TAKE AWAY
0.0000001,1271826,MIXED BAKLAVA REGULAR,TAKE AWAY
2,1272323,MIXED BAKLAVA REGULAR,TAKE AWAY
2.75,1272846,MIXED BAKLAVA REGULAR,TABLES
0.2,1272924,MIXED BAKLAVA REGULAR,TAKE AWAY
7,1272927,MIXED BAKLAVA REGULAR,TAKE AWAY
1,1273094,MIXED BAKLAVA REGULAR,DELIVERY
1,1273094,MIXED BAKLAVA REGULAR,DELIVERY
2,1273147,MIXED BAKLAVA REGULAR,TAKE AWAY
2,1273149,MIXED BAKLAVA REGULAR,TAKE AWAY
0.5,1273230,MIXED BAKLAVA REGULAR,TAKE AWAY
1.5,1273834,MIXED BAKLAVA REGULAR,TAKE AWAY
1,1274215,MIXED BAKLAVA REGULAR,DELIVERY
5,1274300,MIXED BAKLAVA REGULAR,DELIVERY
96,1274300,MAAMOUL BAR W.S/PC,DELIVERY
5,1274395,MIXED BAKLAVA REGULAR,DELIVERY
1,1275245,MIXED BAKLAVA REGULAR,TAKE AWAY
1,1275257,MIXED BAKLAVA REGULAR,TAKE AWAY
1.5,1276240,MIXED BAKLAVA REGULAR,TAKE AWAY
2,1276809,MIXED BAKLAVA REGULAR,DELIVERY
1,1276958,MIXED BAKLAVA REGULAR,DELIVERY
0.7,1277121,MIXED BAKLAVA REGULAR,DELIVERY
1,1277121,TIN PACKAGE 0.5 KG,DELIVERY
0.5,1277187,MIXED BAKLAVA REGULAR,TAKE AWAY
0.5,1277187,MIXED BAKLAVA REGULAR,TAKE AWAY
1.5,1277452,MIXED BAKLAVA REGULAR,TAKE AWAY
1,1277536,MIXED BAKLAVA REGULAR,DELIVERY
1,1277536,MIXED BAKLAVA REGULAR,DELIVERY
1,1277536,MIXED BAKLAVA REGULAR,DELIVERY
1,1277823,MIXED BAKLAVA REGULAR,DELIVERY
1,1277823,MIXED BAKLAVA REGULAR,DELIVERY
1,1277823,MIXED BAKLAVA REGULAR,DELIVERY
1,1277823,MIXED BAKLAVA REGULAR,DELIVERY
1,1278183,MIXED BAKLAVA REGULAR,TAKE AWAY
5,1278200,MIXED BAKLAVA REGULAR,DELIVERY
1,1278593,MIXED BAKLAVA REGULAR,TAKE AWAY
1,1278593,MIXED BAKLAVA REGULAR,TAKE AWAY
5,1279491,MIXED BAKLAVA REGULAR,DELIVERY
2,1269845,PK.SYRUP 200 G,TAKE AWAY
1,1272485,PK.SYRUP 200 G,Call Center
1,1272485,PK.SYRUP 300 G,Call Center
1,1272485,KASHTA,Call Center
1,1275488,PK.SYRUP 200 G,DELIVERY
1,1275494,PK.SYRUP 200 G,TAKE AWAY
1,1276907,PK.SYRUP 200 G,TAKE AWAY
1,1276907,PK.SYRUP 200 G,TAKE AWAY
1,1278791,PK.SYRUP 200 G,Call Center
0.65,1278791,KATAYEF DOUGH LARGE,Call Center
0.5,1278791,KASHTA,Call Center
1,1278821,PK.SYRUP 200 G,DELIVERY
0.65,1278821,KATAYEF DOUGH SMALL,DELIVERY
1,1278821,KATAYEF KASHTA/PKT,DELIVERY
1,1278898,PK.SYRUP 200 G,Call Center
0.65,1278898,KATAYEF DOUGH LARGE,Call Center
0.5,1278898,KASHTA,Call Center
1,1278959,PK.SYRUP 200 G,TAKE AWAY
0.65,1278959,KATAYEF DOUGH SMALL,TAKE AWAY
2,1279069,PK.SYRUP 200 G,DELIVERY
1,1279092,PK.SYRUP 200 G,TAKE AWAY
0.65,1279092,KATAYEF DOUGH SMALL,TAKE AWAY
1,1279092,KATAYEF KASHTA/PKT,TAKE AWAY
1,1279221,PK.SYRUP 200 G,DELIVERY
1,1279221,PK.SYRUP 200 G,DELIVERY
2,1279222,PK.SYRUP 200 G,DELIVERY
1,1279529,PK.SYRUP 200 G,TAKE AWAY
0.65,1279529,KATAYEF DOUGH SMALL,TAKE AWAY
1,1279529,KATAYEF KASHTA/PKT,TAKE AWAY
1,1270245,CROISSANT AU BEURRE HAZELNUTS,TAKE AWAY
1,1270971,CROISSANT AU BEURRE HAZELNUTS,TAKE AWAY
1,1271695,CROISSANT AU BEURRE HAZELNUTS,TAKE AWAY
1,1273542,CROISSANT AU BEURRE HAZELNUTS,TAKE AWAY
1,1273654,CROISSANT AU BEURRE HAZELNUTS,TAKE AWAY
1,1274075,CROISSANT AU BEURRE HAZELNUTS,TAKE AWAY
5,1274711,CROISSANT AU BEURRE HAZELNUTS,DELIVERY
5,1274711,CROISSANT CHEESE AU BEURRE,DELIVERY
4,1274711,CROISSANT CHEESE AU BEURRE,DELIVERY
1,1274711,VELVETINE 6 PRSN,DELIVERY
1,1274711,LOVE TOWER,DELIVERY
1,1276032,CROISSANT AU BEURRE HAZELNUTS,Call Center
1,1276175,CROISSANT AU BEURRE HAZELNUTS,TAKE AWAY
1,1276175,Mixed Baklava /PKT,TAKE AWAY
1,1276402,CROISSANT AU BEURRE HAZELNUTS,TAKE AWAY
3,1277755,CROISSANT AU BEURRE HAZELNUTS,Call Center
3,1277755,CROISSANT CHEESE AU BEURRE,Call Center
3,1277755,CROISSANT AU BEURRE OLIVE,Call Center
1,1277833,CROISSANT AU BEURRE HAZELNUTS,TAKE AWAY
1,1277833,CROISSANT CHEESE AU BEURRE,TAKE AWAY
1,1278206,CROISSANT AU BEURRE HAZELNUTS,TAKE AWAY
1,1278745,CROISSANT AU BEURRE HAZELNUTS,Call Center
1,1278745,CROISSANT CHEESE AU BEURRE,Call Center
1,1278745,CROISSANT AU BEURRE OLIVE,Call Center
1,1279105,CROISSANT AU BEURRE HAZELNUTS,TAKE AWAY
1,1272319,PEPSI/330ML,TAKE AWAY
1,1272715,PEPSI/330ML,TAKE AWAY
1,1275937,PEPSI/330ML,TAKE AWAY
1,1275651,GANACHE N:0,Call Center
1,1275651,DEL 2.0$,Call Center
1,1279055,GANACHE N:0,E-Sales WEB
1,1279055,DESIRE N:0,E-Sales WEB
1,1279055,FORET NOIRE N:0,E-Sales WEB
1,1279055,PETIT FOUR MIX LARGE/PKT,E-Sales WEB
1,1279055,KATAYEF KASHTA/PKT,E-Sales WEB
1,1279055,KATAYEF KASHTA/PKT,E-Sales WEB
1,1279055,DEL 5.0$,E-Sales WEB
1,1278298,FORET NOIRE N:1,Call Center
1,1278298,DEL 2.0$,Call Center
1,1278300,FORET NOIRE N:1,Call Center
1,1278300,DEL 2.0$,Call Center
6,1278300,PIZZA,Call Center
6,1278300,SANBOUSEK CHEESE,Call Center
1,1269831,CROISSANT CHEESE AU BEURRE,TAKE AWAY
1,1269831,CROISSANT CHOCOLATE AU BEURRE,TAKE AWAY
1,1270105,CROISSANT CHEESE AU BEURRE,TAKE AWAY
1,1270105,CROISSANT KNEFEH KASHTA,TAKE AWAY
1,1270169,CROISSANT CHEESE AU BEURRE,Call Center
1,1270375,CROISSANT CHEESE AU BEURRE,TAKE AWAY
3,1270639,CROISSANT CHEESE AU BEURRE,DELIVERY
1,1271696,CROISSANT CHEESE AU BEURRE,TAKE AWAY
1,1271696,CROISSANT CHOCOLATE AU BEURRE,TAKE AWAY
1,1271825,CROISSANT CHEESE AU BEURRE,TAKE AWAY
1,1271825,BAKLAVA PEANUT DIPPED IN CHOCOLATE SAFAR,TAKE AWAY
1,1271913,CROISSANT CHEESE AU BEURRE,TAKE AWAY
1,1272058,CROISSANT CHEESE AU BEURRE,TAKE AWAY
1,1272058,MOUSSE FRAISE/PC,TAKE AWAY
1,1272353,CROISSANT CHEESE AU BEURRE,TAKE AWAY
1,1272655,CROISSANT CHEESE AU BEURRE,TAKE AWAY
1,1272655,CROISSANT CHOCOLATE AU BEURRE,TAKE AWAY
2,1272655,MAAMOUL BAR W.S/PC,TAKE AWAY
2,1273638,CROISSANT CHEESE AU BEURRE,DELIVERY
2,1273638,CROISSANT CHOCOLATE AU BEURRE,DELIVERY
1,1274186,CROISSANT CHEESE AU BEURRE,TAKE AWAY
2,1274515,CROISSANT CHEESE AU BEURRE,Call Center
2,1274515,CROISSANT CHOCOLATE AU BEURRE,Call Center
1,1275541,CROISSANT CHEESE AU BEURRE,TAKE AWAY
1,1275541,CROISSANT CHOCOLATE AU BEURRE,TAKE AWAY
1,1275541,CHOCOLATE BAR ALMOND DARK/50G,TAKE AWAY
1,1275541,CHOCOLATE BAR DARK/100G,TAKE AWAY
1,1275547,CROISSANT CHEESE AU BEURRE,TAKE AWAY
1,1275547,CROISSANT CHOCOLATE AU BEURRE,TAKE AWAY
1,1275843,CROISSANT CHEESE AU BEURRE,Call Center
1,1276820,CROISSANT CHEESE AU BEURRE,TAKE AWAY
1,1276820,CROISSANT AU BEURRE OLIVE,TAKE AWAY
1,1277043,CROISSANT CHEESE AU BEURRE,TAKE AWAY
1,1277277,CROISSANT CHEESE AU BEURRE,TAKE AWAY
0.7,1277277,MAAMOUL MAD WALNUT,TAKE AWAY
0.6,1277277,MAAMOUL MAD DATE,TAKE AWAY
1,1277277,CROISSANT CHEESE W.S,TAKE AWAY
0.7,1277277,NAMMOURA SIYAMI,TAKE AWAY
1,1277570,CROISSANT CHEESE AU BEURRE,Call Center
1,1278048,CROISSANT CHEESE AU BEURRE,TAKE AWAY
1,1278198,CROISSANT CHEESE AU BEURRE,TAKE AWAY
1,1278342,CROISSANT CHEESE AU BEURRE,TAKE AWAY
1,1270094,GIFT BAG CARTOON SMALL,TAKE AWAY
1,1270430,GIFT BAG CARTOON SMALL,TAKE AWAY
1,1270568,GIFT BAG CARTOON SMALL,TAKE AWAY
1,1271682,GIFT BAG CARTOON SMALL,TAKE AWAY
1,1272245,GIFT BAG CARTOON SMALL,TAKE AWAY
1,1272870,GIFT BAG CARTOON SMALL,TAKE AWAY
1,1273188,GIFT BAG CARTOON SMALL,TAKE AWAY
1,1273188,GIFT BAG CARTOON MEDIUM,TAKE AWAY
1,1274574,GIFT BAG CARTOON SMALL,TAKE AWAY
2,1274844,GIFT BAG CARTOON SMALL,TAKE AWAY
2,1275468,GIFT BAG CARTOON SMALL,TAKE AWAY
1,1277324,GIFT BAG CARTOON SMALL,TAKE AWAY
1,1277324,MAAMOUL CHOC COCK/PKT,TAKE AWAY
1,1278543,GIFT BAG CARTOON SMALL,TAKE AWAY
1,1278543,SWEET MOM,TAKE AWAY
1,1279593,GIFT BAG CARTOON SMALL,TAKE AWAY
1,1269973,CROISSANT CHOCOLATE AU BEURRE,TAKE AWAY
1,1270136,CROISSANT CHOCOLATE AU BEURRE,TAKE AWAY
1,1271041,CROISSANT CHOCOLATE AU BEURRE,DELIVERY
1,1271588,CROISSANT CHOCOLATE AU BEURRE,TAKE AWAY
1,1272049,CROISSANT CHOCOLATE AU BEURRE,TAKE AWAY
1,1272068,CROISSANT CHOCOLATE AU BEURRE,TAKE AWAY
1,1272158,CROISSANT CHOCOLATE AU BEURRE,TAKE AWAY
1,1272304,CROISSANT CHOCOLATE AU BEURRE,TAKE AWAY
1,1272304,CROISSANT AU BEURRE OLIVE,TAKE AWAY
1,1272580,CROISSANT CHOCOLATE AU BEURRE,TAKE AWAY
1,1272931,CROISSANT CHOCOLATE AU BEURRE,TAKE AWAY
1,1273636,CROISSANT CHOCOLATE AU BEURRE,TAKE AWAY
1,1275168,CROISSANT CHOCOLATE AU BEURRE,TAKE AWAY
1,1275397,CROISSANT CHOCOLATE AU BEURRE,TAKE AWAY
1,1275717,CROISSANT CHOCOLATE AU BEURRE,TAKE AWAY
1,1275717,ICE CREAM KASHTA 1 SCOOP,TAKE AWAY
1,1277769,CROISSANT CHOCOLATE AU BEURRE,Call Center
1,1272045,W/ VEGETABLES BIG,TAKE AWAY
1,1275512,W/ VEGETABLES BIG,TAKE AWAY
1,1272170,DESIRE N:0,Call Center
1,1272609,DESIRE N:0,Call Center
1,1272609,DEL 2.0$,Call Center
1,1273226,DESIRE N:0,Call Center
1,1273226,MHALABIYEH N:1,Call Center
1,1271803,ICE CREAM KASHTA 1 SCOOP,TAKE AWAY
1,1274038,ICE CREAM KASHTA 1 SCOOP,TAKE AWAY
1,1274038,NUTELLA/PC,TAKE AWAY
1,1274038,ICE CREAM PREMIUM 1 SCOOP,TAKE AWAY
1,1274038,SWISS ROLL VANILLA/PC,TAKE AWAY
1,1274038,SWISS ROLL CHOCOLATE/PC,TAKE AWAY
